Sr_No,Date,Startup_Name,Industry_Vertical,City,Investors_Name,InvestmentnType,Amount_in_USD
4215,09/11/2015,Zilingo,Marketplace App for Bangkok,Bangalore,Sequoia India,Private Equity,1900000.0
4216,09/11/2015,Zilingo,Marketplace App for Bangkok,Bangalore,BEENEXT Ventures,Private Equity,1900000.0
4217,09/11/2015,Zilingo,Marketplace App for Bangkok,Bangalore,Kunal Shah & Sandeep Tandon,Private Equity,1900000.0
4218,09/11/2015,Didi,On-demand Maids Service Provider,Mumbai,Jozef Bardik,Seed Funding,150000.0
4219,09/11/2015,Didi,On-demand Maids Service Provider,Mumbai,Leo Wang Sangeeth Ram,Seed Funding,150000.0
4220,09/11/2015,Skoov.com,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,150000.0
4221,10/11/2015,Chefs Basket,Ready to cook packaged Foods,Mumbai,SAIF Partners,Private Equity,6000000.0
4222,10/11/2015,Chefs Basket,Ready to cook packaged Foods,Mumbai,Haresh Chawla,Private Equity,6000000.0
4223,11/11/2015,Gingercrush,Product Customization Platform,Vadodara,TV Mohandas Pais family office,Seed Funding,0.0
4224,11/11/2015,Delight Foods,Branded Food products online sales,Bangalore,Lensbridge Capital,Private Equity,600000.0
4225,11/11/2015,Delight Foods,Branded Food products online sales,Bangalore,Mape Advisory Group,Private Equity,600000.0
4226,11/11/2015,Delight Foods,Branded Food products online sales,Bangalore,Fireside Ventures,Private Equity,600000.0
4227,11/11/2015,6Degree,Talent platform for Fashion professionals,Goa,Centre For Incubation & Business Acceleration (CIBA),Seed Funding,0.0
4228,11/11/2015,6Degree,Talent platform for Fashion professionals,Goa,Goa,Seed Funding,0.0
4229,11/11/2015,RenewBuy,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0
4230,11/11/2015,Grab,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,0.0
4231,12/11/2015,Hitwicket,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,250000.0
4232,13/11/2015,Flashdoor,On Demand Laundry Service platform,Bangalore,Sujeet Kumar,Seed Funding,0.0
4233,13/11/2015,Flashdoor,On Demand Laundry Service platform,Bangalore,Ankit Nagori,Seed Funding,0.0
4234,13/11/2015,Flashdoor,On Demand Laundry Service platform,Bangalore,Traxcn Labs,Seed Funding,0.0
4235,16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital,Private Equity,3700000.0
4236,16/11/2015,Absentia,Virtual Reality Headset creator,Bangalore,Astarc Ventures,Seed Funding,180000.0
4237,16/11/2015,Absentia,Virtual Reality Headset creator,Bangalore,50K Ventures & others,Seed Funding,180000.0
4238,16/11/2015,Renowala,Home Improvement Service platform,Hyderabad,Logtally,Seed Funding,0.0
4239,16/11/2015,TaskBucks,mobile-only tasks marketplace,New Delhi,Times Internet,Private Equity,15000000.0
4240,17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,Mumbai,Sequoia India,Private Equity,34000000.0
4241,17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,Mumbai,Lightspeed Venture Partners,Private Equity,34000000.0
4242,17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,Mumbai,Nexus Venture Partners,Private Equity,34000000.0
4243,17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,Mumbai,Global Founders Capital,Private Equity,34000000.0
4244,17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,Mumbai,Apoletto,Private Equity,34000000.0
4245,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,Bangalore,Gordon  Betty Moore Foundation,Seed Funding,600000.0
4246,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani,Seed Funding,7500000.0
4247,17/11/2015,Smytten,Online Products Discovery Platform,Gurgaon,Rimpal Chawla,Seed Funding,200000.0
4248,17/11/2015,Smytten,Online Products Discovery Platform,Gurgaon,Anuj Srivastava,Seed Funding,200000.0
4249,17/11/2015,BiBox,Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0
4250,17/11/2015,Convegenius,Mobile Learning Solutions,Noida,Enablers platform,Seed Funding,300000.0
4251,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,Baillie Gifford,Private Equity,500000000.0
4252,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,Falcon Edge Capital,Private Equity,500000000.0
4253,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,Tiger Global,Private Equity,500000000.0
4254,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,SoftBank Group,Private Equity,500000000.0
4255,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,DST Global,Private Equity,500000000.0
4256,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,Didi Kuaidi,Private Equity,500000000.0
4257,18/11/2015,Goodbox,conversational commerce mobile app,Bangalore,Nexus Venture Partners,Private Equity,2500000.0
4258,18/11/2015,ScoopWhoop,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,4000000.0
4259,18/11/2015,Hipship,Express local delivery platform,Bangalore,Inara Capital,Seed Funding,0.0
4260,18/11/2015,Hipship,Express local delivery platform,Bangalore,Rishi Khiani,Seed Funding,0.0
4261,18/11/2015,Pickrr,On-Demand Local Logistics provider,New Delhi,Palaash Ventures,Seed Funding,0.0
4262,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,Blackstone Valley Group,Seed Funding,0.0
4263,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,Raghu Vohra,Seed Funding,0.0
4264,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,Aditya Dev Sood,Seed Funding,0.0
4265,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,Kamal Bansal,Seed Funding,0.0
4266,19/11/2015,AHA Taxis,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,0.0
4267,19/11/2015,UrbanClap,Mobile Services Marketplace,Gurgaon,Bessemer Venture Partner,Private Equity,25000000.0
4268,19/11/2015,UrbanClap,Mobile Services Marketplace,Gurgaon,Accel,Private Equity,25000000.0
4269,19/11/2015,UrbanClap,Mobile Services Marketplace,Gurgaon,SAIF Partners,Private Equity,25000000.0
4270,19/11/2015,SenseGiz,Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0
4271,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,S.D. Shibulal,Seed Funding,0.0
4272,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,Kris Gopalakrishnan,Seed Funding,0.0
4273,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,Srinath Batni,Seed Funding,0.0
4274,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,Professor Tarun Khanna,Seed Funding,0.0
4275,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,Ganapathy Venugopal.,Seed Funding,0.0
4276,19/11/2015,Fourseven,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,455000.0
4277,20/11/2015,MindTickle,Sales & Productivity Software,Pune,New Enterprise Associates,Private Equity,12500000.0
4278,20/11/2015,Shopsense,ecommerce related software product platform,Mumbai,Kae Capital,Seed Funding,0.0
4279,20/11/2015,Shopsense,ecommerce related software product platform,Mumbai,Kunal Bahl,Seed Funding,0.0
4280,20/11/2015,Shopsense,ecommerce related software product platform,Mumbai,Rohit Bansal,Seed Funding,0.0
4281,20/11/2015,Medinfi,Health-Tech platform,Bangalore,Ram Kumar Kakani,Seed Funding,305000.0
4282,20/11/2015,Medinfi,Health-Tech platform,Bangalore,Pradeep K Jaisingh,Seed Funding,305000.0
4283,20/11/2015,Medinfi,Health-Tech platform,Bangalore,Sunil T V,Seed Funding,305000.0
4284,20/11/2015,Medinfi,Health-Tech platform,Bangalore,Vijay Ghadge,Seed Funding,305000.0
4285,20/11/2015,Medinfi,Health-Tech platform,Bangalore,Hemant Kaul,Seed Funding,305000.0
4286,20/11/2015,Medinfi,Health-Tech platform,Bangalore,Gurmeet Chahal & Others,Seed Funding,305000.0
4287,20/11/2015,OUWT,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,150000.0
4288,20/11/2015,HeyPillow,Online Real Estate Marketplace,Bangalore,Hampton Capital,Private Equity,3000000.0
4289,21/11/2015,Healers At Home,"Home Healthcare Services platform,",New Delhi,Daljit Singh,Seed Funding,0.0
4290,21/11/2015,Healers At Home,"Home Healthcare Services platform,",New Delhi,Dr. Pramath Raj Sinha,Seed Funding,0.0
4291,21/11/2015,Healers At Home,"Home Healthcare Services platform,",New Delhi,BVR Mohan Reddy,Seed Funding,0.0
4292,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,Bangalore,Unitus Seed Fund,Private Equity,1200000.0
4293,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,Bangalore,Bijou Kurien,Private Equity,1200000.0
4294,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,Bangalore,Narayan Ramachandran,Private Equity,1200000.0
4295,21/11/2015,Talkoot,Social platform for traders and investors,Bangalore,Undisclosed investors,Seed Funding,100000.0
4296,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",Bangalore,IDG Ventures India,Private Equity,2000000.0
4297,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",Bangalore,Accel Partners India,Private Equity,2000000.0
4298,23/11/2015,Medikoe,Healthcare Services Discovery platform,Bangalore,Anil Menon,Seed Funding,100000.0
4299,24/11/2015,Stylofie,Health and Beauty Services Marketplace,Gurgaon,Swastika,Seed Funding,250000.0
4300,24/11/2015,ServX,Automotive Services platform,New Delhi,Manish Gupta,Seed Funding,0.0
4301,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,Mitsui & Co.,Private Equity,52000000.0
4302,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,New Enterprise Associates,Private Equity,52000000.0
4303,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,Canaan Partners,Private Equity,52000000.0
4304,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,Silicon Valley Bank,Private Equity,52000000.0
4305,24/11/2015,Crayon Data,Big Data Analytics Platform,Chennai,Ratan Tata,Private Equity,0.0
4306,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,Mumbai,Ashok Agarwal,Seed Funding,1500000.0
4307,25/11/2015,Tooler,On Demand Laundry Services App,New Delhi,Raghu Khanna,Seed Funding,110000.0
4308,25/11/2015,Tooler,On Demand Laundry Services App,New Delhi,Sameer Gupta,Seed Funding,110000.0
4309,25/11/2015,S Chand,Education Content Provider,New Delhi,IFC Everstone Group,Private Equity,27000000.0
4310,26/11/2015,Stelae,Content Management Software Solutions,Chennai,Earlsfield Capital,Private Equity,0.0
4311,26/11/2015,GoQii,Fitness Tracking Management Solutions,Mumbai,New Enterprise Associates,Private Equity,13400000.0
4312,26/11/2015,GoQii,Fitness Tracking Management Solutions,Mumbai,Cheetah Mobile,Private Equity,13400000.0
4313,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,Softbank,Private Equity,120000000.0
4314,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,Tiger Global,Private Equity,120000000.0
4315,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,Sequoia Capital,Private Equity,120000000.0
4316,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,Apoletto Managers,Private Equity,120000000.0
4317,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,Gurgaon,IDG Ventures,Private Equity,1000000.0
4318,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,Gurgaon,M & S partners,Private Equity,1000000.0
4319,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,Gurgaon,Powerhouse Ventures (USA).,Private Equity,1000000.0
4320,26/11/2015,KountMoney,Online Lending Marketplace,Bangalore,Tracxn,Seed Funding,0.0
4321,26/11/2015,KountMoney,Online Lending Marketplace,Bangalore,Ashish Goenka & Others,Seed Funding,0.0
4322,27/11/2015,StayGlad,On Demand Beauty Services Platform,Bangalore,Bessemer Venture Partners,Private Equity,0.0
4323,27/11/2015,StayGlad,On Demand Beauty Services Platform,Bangalore,Anil Chopra,Private Equity,0.0
4324,27/11/2015,Fastudent,Education Content etailer,Noida,Ashish Gupta,Seed Funding,0.0
4325,27/11/2015,LearnOn,Clud based Learning platform,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0.0
4326,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,New Delhi,Unigrowth Inc,Seed Funding,0.0
4327,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,Gurgaon,Mandeep Singh,Seed Funding,0.0
4328,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,Gurgaon,Jairaj Singh,Seed Funding,0.0
4329,30/11/2015,Baxi,Two-Wheeler Taxi Service,Gurgaon,Manish Kheterpal,Seed Funding,1450000.0
4330,30/11/2015,Baxi,Two-Wheeler Taxi Service,Gurgaon,Alok Mittal,Seed Funding,1450000.0
4331,30/11/2015,Baxi,Two-Wheeler Taxi Service,Gurgaon,Puneet Dalmia,Seed Funding,1450000.0
4333,30/11/2015,Superhero Brands,character merchandize sales platform,Mumbai,DSG Consumer Partners,Seed Funding,540000.0
4334,30/11/2015,MoMagic,Mobile Application Developer,New Delhi,FIH Mobile Ltd,Private Equity,0.0
4335,30/11/2015,QikPod,Ecommerce Delivery locker services,Bangalore,Flipkart,Private Equity,9000000.0
4336,30/11/2015,QikPod,Ecommerce Delivery locker services,Bangalore,Accel Partners,Private Equity,9000000.0
4337,30/11/2015,QikPod,Ecommerce Delivery locker services,Bangalore,Delhivery,Private Equity,9000000.0
4338,30/11/2015,QikPod,Ecommerce Delivery locker services,Bangalore,Foxconn,Private Equity,9000000.0
4339,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,New Delhi,Undisclosed investors,Seed Funding,0.0
4340,30/11/2015,Bro4U,Hyperlocal Online Home services provider,Bangalore,Sargod Ventures,Seed Funding,0.0
4341,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Accel Partners,Seed Funding,0.0
4342,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Elevar Equity,Seed Funding,0.0
4343,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Pramod Bhasin,Seed Funding,0.0
4344,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Rajan Anandan,Seed Funding,0.0
4345,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Gaurav Dalmia,Seed Funding,0.0
4346,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Abhishek Goyal,Seed Funding,0.0
4347,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Gagan Hasteer,Seed Funding,0.0
4348,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,Arun Tadanki,Seed Funding,0.0
4349,01/10/2015,Wydr,Performance based Wholesale Marketplace,New Delhi,Sandeep Aggarwal,Seed Funding,0.0
4350,01/10/2015,EasyFix,Professional Services Marketplace,Gurgaon,Axilor Ventures,Seed Funding,0.0
4351,01/10/2015,Muvizz,Movie-on-demand platform,Singapore,Ashish Todi,Seed Funding,350000.0
4352,01/10/2015,Muvizz,Movie-on-demand platform,Singapore,Abhinav Patodia,Seed Funding,350000.0
4353,01/10/2015,Muvizz,Movie-on-demand platform,Singapore,Kumar Shwetabh,Seed Funding,350000.0
4354,01/10/2015,Abhibus,us ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,0.0
4355,01/10/2015,Cleartax,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),Private Equity,0.0
4356,02/10/2015,Shopalyst,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,2000000.0
4357,03/10/2015,Chillr,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,6000000.0
4358,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,Harsh Mariwala,Private Equity,9500000.0
4359,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,Atul Nishar,Private Equity,9500000.0
4360,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,Dalip Pathak,Private Equity,9500000.0
4361,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,Michael Carlos,Private Equity,9500000.0
4362,05/10/2015,Voylla,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,15000000.0
4363,05/10/2015,IndiaLends,Online Consumer Lending platform,New Delhi,DSG consumer Partners,Private Equity,1000000.0
4364,05/10/2015,IndiaLends,Online Consumer Lending platform,New Delhi,Paragon Partners,Private Equity,1000000.0
4365,05/10/2015,Rock N Shop,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0
4366,06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Pune,Uniqorn ventures,Seed Funding,700000.0
4367,06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Pune,ASP Consulting,Seed Funding,700000.0
4368,06/10/2015,WorkIndia,Job Board,Mumbai,Satyen Kothari,Seed Funding,500000.0
4369,06/10/2015,WorkIndia,Job Board,Mumbai,Keshav Sanghi,Seed Funding,500000.0
4370,06/10/2015,WorkIndia,Job Board,Mumbai,Riddhesh Gandhi & Others,Seed Funding,500000.0
4371,06/10/2015,SportzVillage,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0
4372,06/10/2015,SportyBeans,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,0.0
4373,06/10/2015,Burger Singh,QSR & Online delivery portal,Gurgaon,Ashvin Chadha,Seed Funding,500000.0
4374,06/10/2015,Burger Singh,QSR & Online delivery portal,Gurgaon,Avtar Monga,Seed Funding,500000.0
4375,06/10/2015,Burger Singh,QSR & Online delivery portal,Gurgaon,Udaan Angels,Seed Funding,500000.0
4376,06/10/2015,Burger Singh,QSR & Online delivery portal,Gurgaon,Dheeraj Jain,Seed Funding,500000.0
4377,06/10/2015,Welcome Cure,Online Homeopathy Clinic,Mumbai,Unnamed Media house  HNIs,Private Equity,6000000.0
4378,07/10/2015,SchoolGuru,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0
4379,07/10/2015,Naturally Yours,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,0.0
4380,07/10/2015,GoJavas,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,20000000.0
4381,07/10/2015,Scandid,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,0.0
4382,07/10/2015,StalkBuyLove,Online Apparels Fashion brand,New Delhi,Mato Peric,Private Equity,0.0
4383,07/10/2015,StalkBuyLove,Online Apparels Fashion brand,New Delhi,Peter Kabel & others,Private Equity,0.0
4384,08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,Mumbai,Sanjeev Kapoor,Private Equity,2000000.0
4385,08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,Mumbai,Ravi Saxena & Others,Private Equity,2000000.0
4386,08/10/2015,Cube26,Gesture based Mobile Development,New Delhi,Tiger Global Management,Private Equity,7700000.0
4387,08/10/2015,Cube26,Gesture based Mobile Development,New Delhi,Flipkart,Private Equity,7700000.0
4388,08/10/2015,Mobikon,Hotel Mobile CRM Software platform,Pune,Life.SREDA,Private Equity,0.0
4389,08/10/2015,Mobikon,Hotel Mobile CRM Software platform,Pune,Qualgro,Private Equity,0.0
4390,08/10/2015,Grabhouse,Rental Accommodation Search platform,Bangalore,Sequoia  Kalaari Capital.,Private Equity,10000000.0
4391,08/10/2015,Quifers,Logistics Tech Platform,Mumbai,Vikas Agarwal,Seed Funding,310000.0
4392,08/10/2015,Quifers,Logistics Tech Platform,Mumbai,Vishal Khare,Seed Funding,310000.0
4393,08/10/2015,Quifers,Logistics Tech Platform,Mumbai,Sanjeev Kakkar,Seed Funding,310000.0
4394,08/10/2015,Quifers,Logistics Tech Platform,Mumbai,Smile Group,Seed Funding,310000.0
4395,09/10/2015,Stockroom.io,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,70000.0
4396,09/10/2015,Curofy,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,0.0
4397,09/10/2015,Cloud Lending,End-to-End Lending platform,Bangalore,SF Capital Group,Private Equity,8000000.0
4398,09/10/2015,Inayo,on-demand healthcare marketplace,Mumbai,Kemark Ventures,Seed Funding,300000.0
4399,09/10/2015,Inayo,on-demand healthcare marketplace,Mumbai,Amit Ranjan,Seed Funding,300000.0
4400,09/10/2015,Inayo,on-demand healthcare marketplace,Mumbai,Zishaan Hayath  Others,Seed Funding,300000.0
4401,09/10/2015,WoNoBo,360-degree view creating platform,Bangalore,Quikr,Private Equity,0.0
4402,09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,New Delhi,Seedfund,Seed Funding,1000000.0
4403,09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,New Delhi,Bedrock Ventures,Seed Funding,1000000.0
4404,09/10/2015,Zeppery,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,77000.0
4405,12/10/2015,Zify,Ride Sharing platform,Hyderabad,Sean OSullivan & Others,Seed Funding,190000.0
4406,12/10/2015,Faircent,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,0.0
4407,12/10/2015,Bizongo,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,0.0
4408,12/10/2015,Gridle,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,100000.0
4409,12/10/2015,Tripoto,global community for travellers,New Delhi,500 Startups,Private Equity,0.0
4410,12/10/2015,Tripoto,global community for travellers,New Delhi,IDG Ventures & Advantedge fund,Private Equity,0.0
4411,12/10/2015,Tripoto,global community for travellers,New Delhi,Neeraj Arora,Private Equity,0.0
4412,12/10/2015,Tripoto,global community for travellers,New Delhi,Leon Seynave,Private Equity,0.0
4413,12/10/2015,Mubble,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,0.0
4414,13/10/2015,Voodoo,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,1000000.0
4415,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,Khosla Impact,Private Equity,2500000.0
4416,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,Biz Stone,Private Equity,2500000.0
4417,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,Catamaran Ventures,Private Equity,2500000.0
4418,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,Global Founders Capital,Private Equity,2500000.0
4419,13/10/2015,Lookup,Mobile Messaging Assistant App,Bangalore,European investment fund,Private Equity,2500000.0
4420,14/10/2015,AskMyGift,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,50000.0
4421,14/10/2015,Gaana.com,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,0.0
4422,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,77000.0
4423,14/10/2015,GymTrekker,Gym Discovery platform,Mumbai,Dewang Neralla,Seed Funding,0.0
4424,14/10/2015,GymTrekker,Gym Discovery platform,Mumbai,Roopak Taneja,Seed Funding,0.0
4425,14/10/2015,GymTrekker,Gym Discovery platform,Mumbai,Manisha Gupta,Seed Funding,0.0
4426,15/10/2015,Bounty App,Online Purchase rewards app,Bangalore,Fireside Ventures,Seed Funding,0.0
4427,15/10/2015,Bounty App,Online Purchase rewards app,Bangalore,Mumbai Angels MAPE Advisory Group.,Seed Funding,0.0
4428,16/10/2015,Homers.in,Home rental platform,Gurgaon,Devesh Rai G,Seed Funding,0.0
4429,16/10/2015,Homers.in,Home rental platform,Gurgaon,Rajesh Aggarwal,Seed Funding,0.0
4430,16/10/2015,Homers.in,Home rental platform,Gurgaon,Amitpal Bhutani,Seed Funding,0.0
4431,16/10/2015,mShipper,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,0.0
4432,16/10/2015,BolRealty,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,0.0
4433,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,1000000.0
4434,19/10/2015,LetsVenture,Startup Funding Marketplace,Bangalore,Accel Partners,Private Equity,0.0
4435,19/10/2015,LetsVenture,Startup Funding Marketplace,Bangalore,Anupam Mittal & other marquee investors,Private Equity,0.0
4436,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,Sequoia Capital,Private Equity,25000000.0
4437,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,Ascent Capital,Private Equity,25000000.0
4438,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,eContext Asia,Private Equity,25000000.0
4439,19/10/2015,Citrus Payment,Payments Solution platform,Mumbai,Beenos Asia,Private Equity,25000000.0
4440,19/10/2015,Holidify,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,100000.0
4441,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,Bangalore,Dr. Aniruddha Malpani Manish Gupta,Seed Funding,0.0
4442,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,Bangalore,M&S Partners & others,Seed Funding,0.0
4443,20/10/2015,Opinio,Last Mile Delivery Service,Bangalore,Delhivery,Private Equity,7000000.0
4444,20/10/2015,Opinio,Last Mile Delivery Service,Bangalore,Sands Capital  Accel Partners,Private Equity,7000000.0
4445,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,Chennai,Qualcomm Venture,Private Equity,10000000.0
4446,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,Chennai,Norwest Venture Partners,Private Equity,10000000.0
4447,20/10/2015,iChef.in,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,0.0
4448,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,Bangalore,Indian Angel Network,Seed Funding,0.0
4449,21/10/2015,AgentDesks,Real Estate Mobile CRM,New York,Sierra Ventures,Seed Funding,2950000.0
4450,21/10/2015,AgentDesks,Real Estate Mobile CRM,New York,Cota Capital,Seed Funding,2950000.0
4451,21/10/2015,AgentDesks,Real Estate Mobile CRM,New York,Vegas Tech Fund,Seed Funding,2950000.0
4452,21/10/2015,White Owl Brewery,Micro-Brewery,Mumbai,Arihant Patni,Private Equity,1530000.0
4453,21/10/2015,White Owl Brewery,Micro-Brewery,Mumbai,RAAY Global Investments,Private Equity,1530000.0
4454,21/10/2015,MealHopper,Home Made Food Marketplace,Gurgaon,Alok Bajpai,Seed Funding,100000.0
4455,21/10/2015,MealHopper,Home Made Food Marketplace,Gurgaon,Rajnish Kumar,Seed Funding,100000.0
4456,21/10/2015,MealHopper,Home Made Food Marketplace,Gurgaon,Amit Dey,Seed Funding,100000.0
4457,21/10/2015,Zenify.in,residential rental management platform,Bangalore,Atul Jalan,Seed Funding,640000.0
4458,21/10/2015,Zenify.in,residential rental management platform,Bangalore,Shrikanth & Bharath,Seed Funding,640000.0
4459,21/10/2015,Stockal,Personalized Stock Intelligence Platform,Bangalore,R Natarajan,Seed Funding,0.0
4460,21/10/2015,Stockal,Personalized Stock Intelligence Platform,Bangalore,Mohan Alexander,Seed Funding,0.0
4461,23/10/2015,Medd,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,150000.0
